created_at,entry_id,field1,field2,field3,field4,field5,field6
2023-07-13 18:45:38+00:00,1473,71,47,25,72,31,70
2023-07-13 18:45:54+00:00,1474,73,48,36,33,23,56
2023-07-13 18:46:46+00:00,1475,28,51,46,68,23,35
2023-07-13 18:47:14+00:00,1476,44,54,55,34,56,59
2023-07-13 18:47:41+00:00,1477,35,27,75,45,34,67
2023-07-13 18:48:00+00:00,1478,62,71,25,33,76,79
2023-07-13 18:48:15+00:00,1479,20,62,75,26,42,30
2023-07-13 18:48:55+00:00,1480,56,67,38,72,74,57
2023-07-13 18:49:35+00:00,1481,47,36,79,37,59,60
2023-07-13 18:50:02+00:00,1482,58,52,61,38,73,69
2023-07-13 18:50:17+00:00,1483,33,60,35,47,38,26
2023-07-13 18:50:49+00:00,1484,1,9,2,7,5,2
2023-07-13 18:51:05+00:00,1485,36,22,73,78,64,57
2023-07-13 18:51:21+00:00,1486,37,55,56,77,23,70
2023-07-13 18:52:41+00:00,1487,44,69,30,24,30,77
2023-07-13 18:52:56+00:00,1488,63,37,73,32,62,55
2023-07-13 18:53:12+00:00,1489,56,60,57,37,20,62
2023-07-13 18:53:53+00:00,1490,60,75,34,78,24,60
2023-07-13 18:54:21+00:00,1491,72,31,58,40,77,46
2023-07-13 18:55:13+00:00,1492,49,59,79,57,46,51
2023-07-13 18:56:02+00:00,1493,42,32,77,27,22,30
2023-07-13 18:56:20+00:00,1494,1,7,5,6,1,2
2023-07-13 18:56:59+00:00,1495,72,78,63,34,75,71
2023-07-13 18:57:21+00:00,1496,59,67,35,30,26,28
2023-07-13 18:57:39+00:00,1497,56,76,75,34,45,74
2023-07-13 18:58:07+00:00,1498,69,58,42,73,64,23
2023-07-13 18:59:05+00:00,1499,39,68,49,77,33,36
2023-07-13 18:59:20+00:00,1500,39,59,29,52,79,72
2023-07-13 19:00:28+00:00,1501,37,52,74,34,62,48
2023-07-13 19:01:20+00:00,1502,66,31,75,79,58,32
2023-07-13 19:02:11+00:00,1503,42,55,71,22,73,52
2023-07-13 19:02:27+00:00,1504,48,20,24,34,78,48
2023-07-13 19:02:59+00:00,1505,8,8,1,2,7,9
2023-07-13 19:03:26+00:00,1506,70,56,54,74,30,48
2023-07-13 19:03:43+00:00,1507,21,64,76,35,74,41
2023-07-13 19:04:00+00:00,1508,460,441,256,147,210,446
2023-07-13 19:04:15+00:00,1509,77,42,24,64,61,66
2023-07-13 19:05:45+00:00,1510,78,21,62,67,61,29
2023-07-13 19:06:54+00:00,1511,27,67,31,22,55,30
2023-07-13 19:07:12+00:00,1512,34,27,52,26,62,69
2023-07-13 19:07:28+00:00,1513,22,34,21,34,51,62
2023-07-13 19:07:56+00:00,1514,39,73,58,56,26,21
2023-07-13 19:08:50+00:00,1515,43,61,35,40,40,25
2023-07-13 19:09:18+00:00,1516,166,312,436,232,106,240
2023-07-13 19:09:34+00:00,1517,51,31,45,20,21,77
2023-07-13 19:09:50+00:00,1518,60,20,58,35,58,77
2023-07-13 19:10:27+00:00,1519,35,22,58,78,23,76
2023-07-13 19:10:43+00:00,1520,8,7,3,8,5,1
2023-07-13 19:11:12+00:00,1521,44,31,42,56,41,68
2023-07-14 02:10:07+00:00,1522,38,38,31,34,72,66
2023-07-14 02:10:23+00:00,1523,55,48,76,34,25,74
2023-07-14 02:10:39+00:00,1524,28,25,69,29,32,23
2023-07-14 02:10:55+00:00,1525,29,37,20,58,61,78
2023-07-14 02:11:14+00:00,1526,56,24,39,64,75,29
2023-07-14 02:11:30+00:00,1527,61,70,27,47,58,69
2023-07-14 02:11:47+00:00,1528,171,451,134,166,436,149
2023-07-14 02:12:03+00:00,1529,54,50,75,58,61,79
2023-07-14 02:30:31+00:00,1530,481,166,103,107,498,385
2023-07-14 02:31:35+00:00,1531,45,59,70,70,46,79
2023-07-14 02:31:58+00:00,1532,61,31,63,46,70,32
2023-07-14 02:32:30+00:00,1533,51,45,36,64,38,29
2023-07-14 02:32:53+00:00,1534,58,20,69,51,48,47
2023-07-14 02:33:08+00:00,1535,54,58,58,72,67,69
2023-07-14 02:33:55+00:00,1536,7,3,3,3,7,3
2023-07-14 02:34:23+00:00,1537,36,25,79,27,54,47
2023-07-13 18:25:16+00:00,1538,53,24,73,50,78,51
2023-07-13 18:26:02+00:00,1539,46,51,71,63,29,37
2023-07-13 18:26:29+00:00,1540,56,23,36,49,45,48
2023-07-13 18:26:56+00:00,1541,37,64,38,74,65,40
2023-07-13 18:28:07+00:00,1542,79,51,64,77,50,59
2023-07-13 18:28:23+00:00,1543,70,70,54,79,63,68
2023-07-13 18:28:44+00:00,1544,57,78,39,68,22,46
2023-07-13 18:29:11+00:00,1545,5,1,2,3,2,2
2023-07-13 18:29:53+00:00,1546,34,31,22,43,56,70
2023-07-13 18:30:20+00:00,1547,60,43,67,76,35,38
2023-07-13 18:30:36+00:00,1548,312,447,315,107,318,191
2023-07-13 18:30:52+00:00,1549,59,28,23,49,34,42
2023-07-13 18:31:09+00:00,1550,22,41,65,29,30,27
2023-07-13 18:31:30+00:00,1551,57,30,68,61,43,40
2023-07-13 18:31:58+00:00,1552,45,33,58,40,24,26
2023-07-13 18:32:26+00:00,1553,23,73,78,54,45,73
2023-07-13 18:33:09+00:00,1554,52,69,58,73,46,22
2023-07-13 18:34:10+00:00,1555,66,75,56,70,58,45
2023-07-13 18:34:42+00:00,1556,61,50,35,79,67,40
2023-07-13 18:34:57+00:00,1557,20,32,21,42,45,56
2023-07-13 18:35:14+00:00,1558,27,43,49,79,50,36
2023-07-13 18:35:30+00:00,1559,217,478,205,222,213,377
2023-07-13 18:36:38+00:00,1560,69,60,47,24,79,28
2023-07-13 18:37:18+00:00,1561,73,30,20,56,39,33
2023-07-13 18:37:58+00:00,1562,4,6,1,3,3,9
2023-07-13 18:38:18+00:00,1563,9,9,6,9,6,1
2023-07-13 18:38:53+00:00,1564,303,140,399,213,376,130
2023-07-13 18:39:24+00:00,1565,55,25,24,34,40,79
2023-07-13 18:39:45+00:00,1566,4,9,9,2,4,5
2023-07-13 18:40:50+00:00,1567,68,37,24,53,41,41
2023-07-13 18:41:15+00:00,1568,29,69,78,61,26,20
2023-07-13 18:41:43+00:00,1569,30,32,27,72,36,70
2023-07-13 18:43:19+00:00,1570,28,77,32,59,78,26
2023-07-13 18:43:46+00:00,1571,57,47,62,59,76,25
2023-07-13 18:45:31+00:00,1572,123,97,280,366,316,428
2023-07-13 18:45:48+00:00,1573,67,37,75,40,41,28
2023-07-13 18:46:04+00:00,1574,61,30,71,59,78,79
2023-07-13 18:46:56+00:00,1575,7,1,9,9,2,6
2023-07-13 18:47:24+00:00,1576,77,33,74,51,22,29
2023-07-13 18:47:51+00:00,1577,42,28,70,30,42,63
2023-07-13 18:48:10+00:00,1578,73,71,49,48,65,33
2023-07-13 18:48:25+00:00,1579,31,23,58,60,23,56
2023-07-13 18:49:05+00:00,1580,4,8,4,6,7,3
2023-07-13 18:49:45+00:00,1581,25,25,26,45,41,49
2023-07-13 18:50:12+00:00,1582,64,24,24,23,62,77
2023-07-13 18:50:27+00:00,1583,70,71,28,53,34,61
2023-07-13 18:50:59+00:00,1584,53,61,37,29,31,58
2023-07-13 18:51:15+00:00,1585,27,74,23,34,43,63
2023-07-13 18:51:31+00:00,1586,79,36,50,27,51,60
2023-07-13 18:52:51+00:00,1587,44,74,60,32,72,24
2023-07-13 18:53:06+00:00,1588,20,37,74,37,22,49
2023-07-13 18:53:22+00:00,1589,69,70,43,26,22,60
2023-07-13 18:54:03+00:00,1590,38,45,66,28,55,34
2023-07-13 18:54:31+00:00,1591,5,1,9,9,6,1
2023-07-13 18:55:23+00:00,1592,77,49,73,72,39,20
2023-07-13 18:56:12+00:00,1593,62,62,42,76,28,31
2023-07-13 18:56:30+00:00,1594,60,64,56,49,26,53
2023-07-13 18:57:09+00:00,1595,39,68,72,69,51,37
2023-07-13 18:57:31+00:00,1596,35,53,44,20,39,59
2023-07-13 18:57:49+00:00,1597,46,62,59,47,36,62
2023-07-13 18:58:17+00:00,1598,21,40,27,59,72,63
2023-07-13 18:59:15+00:00,1599,41,20,22,74,24,37
2023-07-13 18:59:30+00:00,1600,61,22,75,55,54,24
2023-07-13 19:00:38+00:00,1601,67,48,70,51,31,53
2023-07-13 19:01:30+00:00,1602,55,58,29,24,37,36
2023-07-13 19:02:21+00:00,1603,489,91,80,258,265,252
2023-07-13 19:02:37+00:00,1604,27,65,39,20,60,36
2023-07-13 19:03:09+00:00,1605,46,38,25,69,25,40
2023-07-13 19:03:36+00:00,1606,31,56,70,28,31,33
2023-07-13 19:03:53+00:00,1607,46,30,24,34,31,75
2023-07-13 19:04:10+00:00,1608,4,3,7,4,8,2
2023-07-13 19:04:25+00:00,1609,26,31,70,30,21,64
2023-07-13 19:05:55+00:00,1610,49,43,38,45,77,55
2023-07-13 19:07:04+00:00,1611,1,8,9,9,6,3
2023-07-13 19:07:22+00:00,1612,32,65,48,56,41,53
2023-07-13 19:07:38+00:00,1613,4,9,6,6,5,9
2023-07-13 19:08:06+00:00,1614,25,76,70,56,54,64
2023-07-13 19:09:00+00:00,1615,421,461,138,437,354,168
2023-07-13 19:09:28+00:00,1616,31,51,62,51,28,73
2023-07-13 19:09:44+00:00,1617,32,43,72,70,48,73
2023-07-13 19:10:00+00:00,1618,37,72,33,63,46,41
2023-07-13 19:10:37+00:00,1619,46,77,68,29,67,53
2023-07-13 19:10:53+00:00,1620,6,3,5,9,9,2
2023-07-13 19:11:22+00:00,1621,48,75,58,74,27,54
2023-07-14 02:10:17+00:00,1622,41,27,47,77,39,45
2023-07-14 02:10:33+00:00,1623,30,37,46,23,36,57
2023-07-14 02:10:49+00:00,1624,79,76,62,32,49,20
2023-07-14 02:11:05+00:00,1625,5,8,7,7,3,9
2023-07-14 02:11:24+00:00,1626,44,28,52,35,71,35
2023-07-14 02:11:40+00:00,1627,40,28,39,41,71,62
2023-07-14 02:11:57+00:00,1628,151,350,469,121,338,321
2023-07-14 02:12:13+00:00,1629,8,7,2,7,8,4
2023-07-14 02:30:41+00:00,1630,22,48,23,56,50,76
2023-07-14 02:31:45+00:00,1631,58,54,56,79,63,76
2023-07-14 02:32:08+00:00,1632,6,1,8,1,9,6
2023-07-14 02:32:40+00:00,1633,21,47,22,20,70,77
2023-07-14 02:33:03+00:00,1634,36,60,78,29,68,30
2023-07-14 02:33:18+00:00,1635,381,355,397,221,374,247
2023-07-14 02:34:05+00:00,1636,34,66,60,57,52,62
2023-07-14 02:34:33+00:00,1637,386,188,173,196,471,285
2023-07-13 18:25:26+00:00,1638,47,71,69,57,26,24
2023-07-13 18:26:12+00:00,1639,32,30,37,35,26,40
2023-07-13 18:26:39+00:00,1640,55,76,50,47,69,59
2023-07-13 18:27:06+00:00,1641,41,44,25,77,42,59
2023-07-13 18:28:17+00:00,1642,52,66,53,49,43,46
2023-07-13 18:28:33+00:00,1643,66,47,61,67,44,50
2023-07-13 18:28:54+00:00,1644,77,56,40,78,24,57
2023-07-13 18:29:21+00:00,1645,36,70,64,37,73,77
2023-07-13 18:30:03+00:00,1646,41,60,52,51,59,79
2023-07-13 18:30:30+00:00,1647,52,28,40,48,28,42
2023-07-13 18:30:46+00:00,1648,70,69,61,23,56,28
2023-07-13 18:31:02+00:00,1649,30,40,67,50,34,55
2023-07-13 18:31:19+00:00,1650,26,71,34,46,25,48
2023-07-13 18:31:40+00:00,1651,34,51,24,33,58,63
2023-07-13 18:32:08+00:00,1652,67,61,67,29,42,70
2023-07-13 18:32:36+00:00,1653,415,92,352,487,330,499
2023-07-13 18:33:19+00:00,1654,9,6,5,9,8,9
2023-07-13 18:34:20+00:00,1655,3,5,9,9,3,4
2023-07-13 18:34:52+00:00,1656,45,62,34,38,58,59
2023-07-13 18:35:07+00:00,1657,60,49,36,51,33,42
2023-07-13 18:35:24+00:00,1658,39,38,54,43,51,61
2023-07-13 18:35:40+00:00,1659,21,45,30,25,56,53
2023-07-13 18:36:48+00:00,1660,48,57,26,20,40,47
2023-07-13 18:37:28+00:00,1661,61,33,28,40,42,37
2023-07-13 18:38:08+00:00,1662,28,59,44,76,66,52
2023-07-13 18:38:28+00:00,1663,54,48,35,50,57,29
2023-07-13 18:39:03+00:00,1664,38,73,20,34,55,60
2023-07-13 18:39:34+00:00,1665,24,47,36,53,52,65
2023-07-13 18:39:55+00:00,1666,4,7,7,5,8,7
2023-07-13 18:41:00+00:00,1667,41,34,54,22,72,71
2023-07-13 18:41:25+00:00,1668,34,69,51,72,55,53
2023-07-13 18:41:53+00:00,1669,1,9,7,7,4,3
2023-07-13 18:43:29+00:00,1670,37,71,20,33,70,65
2023-07-13 18:43:56+00:00,1671,52,33,35,73,73,47
2023-07-13 18:45:41+00:00,1672,7,3,4,1,2,5
2023-07-13 18:45:58+00:00,1673,152,85,303,492,255,123
2023-07-13 18:46:14+00:00,1674,33,69,61,60,76,69
2023-07-13 18:47:06+00:00,1675,39,78,78,33,29,46
2023-07-13 18:47:34+00:00,1676,29,34,65,23,69,42
2023-07-13 18:48:01+00:00,1677,21,36,46,56,21,26
2023-07-13 18:48:20+00:00,1678,45,33,79,79,33,43
2023-07-13 18:48:35+00:00,1679,79,46,68,69,52,50
2023-07-13 18:49:15+00:00,1680,4,9,7,1,2,6
2023-07-13 18:49:55+00:00,1681,55,75,27,57,49,39
2023-07-13 18:50:22+00:00,1682,42,73,22,42,74,66
2023-07-13 18:50:37+00:00,1683,64,25,54,52,30,45
2023-07-13 18:51:09+00:00,1684,22,67,40,64,61,48
2023-07-13 18:51:25+00:00,1685,20,49,60,25,50,40
2023-07-13 18:51:41+00:00,1686,67,36,69,25,42,55
2023-07-13 18:53:01+00:00,1687,79,41,22,72,70,56
2023-07-13 18:53:16+00:00,1688,20,77,24,49,37,75
2023-07-13 18:53:32+00:00,1689,58,55,63,62,53,24
2023-07-13 18:54:13+00:00,1690,51,67,40,24,79,75
2023-07-13 18:54:41+00:00,1691,398,335,467,117,159,443
2023-07-13 18:55:33+00:00,1692,65,72,74,74,29,69
2023-07-13 18:56:22+00:00,1693,75,64,54,32,25,56
2023-07-13 18:56:40+00:00,1694,78,22,77,22,56,71
2023-07-13 18:57:19+00:00,1695,42,51,28,76,55,20
2023-07-13 18:57:41+00:00,1696,55,62,22,57,51,67
2023-07-13 18:57:59+00:00,1697,25,60,40,50,67,30
2023-07-13 18:58:27+00:00,1698,392,456,163,358,239,266
2023-07-13 18:59:25+00:00,1699,23,25,64,67,74,72
2023-07-13 18:59:40+00:00,1700,60,63,60,77,60,34
2023-07-13 19:00:48+00:00,1701,63,40,79,62,37,33
2023-07-13 19:01:40+00:00,1702,88,371,470,117,124,81
2023-07-13 19:02:31+00:00,1703,476,330,296,400,377,169
2023-07-13 19:02:47+00:00,1704,47,24,53,72,24,75
2023-07-13 19:03:19+00:00,1705,73,39,67,31,51,63
2023-07-13 19:03:46+00:00,1706,68,26,37,57,34,78
2023-07-13 19:04:03+00:00,1707,43,69,66,58,41,54
2023-07-13 19:04:20+00:00,1708,28,21,79,64,61,53
2023-07-13 19:04:35+00:00,1709,54,63,73,27,54,45
2023-07-13 19:06:05+00:00,1710,23,39,57,34,35,54
2023-07-13 19:07:14+00:00,1711,67,63,79,72,73,72
2023-07-13 19:07:32+00:00,1712,36,57,22,53,37,24
2023-07-13 19:07:48+00:00,1713,49,66,70,55,79,49
2023-07-13 19:08:16+00:00,1714,55,67,56,48,55,77
2023-07-13 19:09:10+00:00,1715,57,37,67,22,35,34
2023-07-13 19:09:38+00:00,1716,60,29,52,79,20,41
2023-07-13 19:09:54+00:00,1717,400,176,379,238,421,494
2023-07-13 19:10:10+00:00,1718,35,21,27,67,65,45
2023-07-13 19:10:47+00:00,1719,35,60,59,33,20,26
2023-07-13 19:11:03+00:00,1720,239,228,104,186,206,148
2023-07-13 19:11:32+00:00,1721,41,33,54,37,54,26
2023-07-14 02:10:27+00:00,1722,48,66,43,49,21,32
2023-07-14 02:10:43+00:00,1723,394,311,181,131,438,231
2023-07-14 02:10:59+00:00,1724,2,9,6,1,7,8
2023-07-14 02:11:15+00:00,1725,28,28,45,59,28,73
2023-07-14 02:11:34+00:00,1726,64,30,23,69,40,20
2023-07-14 02:11:50+00:00,1727,48,77,49,27,52,29
2023-07-14 02:12:07+00:00,1728,63,31,29,71,77,41
2023-07-14 02:12:23+00:00,1729,78,51,41,52,32,77
2023-07-14 02:30:51+00:00,1730,70,43,38,33,29,54
2023-07-14 02:31:55+00:00,1731,35,60,40,28,54,49
2023-07-14 02:32:18+00:00,1732,127,428,283,460,128,210
2023-07-14 02:32:50+00:00,1733,77,54,26,53,63,34
2023-07-14 02:33:13+00:00,1734,1,4,3,2,9,8
2023-07-14 02:33:28+00:00,1735,7,8,7,3,1,5
2023-07-14 02:34:15+00:00,1736,36,68,48,36,39,29
2023-07-14 02:34:43+00:00,1737,222,144,109,411,334,495
2023-07-13 18:25:36+00:00,1738,7,2,6,5,6,9
2023-07-13 18:26:22+00:00,1739,4,1,4,3,2,8
2023-07-13 18:26:49+00:00,1740,1,2,3,6,3,7
2023-07-13 18:27:16+00:00,1741,36,56,79,64,32,24
2023-07-13 18:28:27+00:00,1742,74,42,64,52,33,45
2023-07-13 18:28:43+00:00,1743,6,8,1,2,5,5
2023-07-13 18:29:04+00:00,1744,31,21,45,55,25,70
2023-07-13 18:29:31+00:00,1745,79,52,37,43,42,66
2023-07-13 18:30:13+00:00,1746,34,76,20,41,57,55
2023-07-13 18:30:40+00:00,1747,20,51,52,47,59,41
2023-07-13 18:30:56+00:00,1748,46,23,23,70,61,35
2023-07-13 18:31:12+00:00,1749,60,42,27,70,77,61
2023-07-13 18:31:29+00:00,1750,72,27,75,40,47,59
2023-07-13 18:31:50+00:00,1751,55,38,43,38,47,69
2023-07-13 18:32:18+00:00,1752,64,32,51,36,58,54
2023-07-13 18:32:46+00:00,1753,38,73,79,37,35,53
2023-07-13 18:33:29+00:00,1754,56,59,34,29,29,51
2023-07-13 18:34:30+00:00,1755,63,22,41,27,75,33
2023-07-13 18:35:02+00:00,1756,77,78,35,59,73,36
2023-07-13 18:35:17+00:00,1757,48,58,37,41,52,66
2023-07-13 18:35:34+00:00,1758,73,60,36,56,79,59
2023-07-13 18:35:50+00:00,1759,71,63,39,50,65,27
2023-07-13 18:36:58+00:00,1760,45,42,53,69,76,40
2023-07-13 18:37:38+00:00,1761,3,5,5,9,4,7
2023-07-13 18:38:18+00:00,1762,57,76,25,23,63,67
2023-07-13 18:38:38+00:00,1763,71,45,31,52,28,58
2023-07-13 18:39:13+00:00,1764,49,50,22,67,25,67
2023-07-13 18:39:44+00:00,1765,52,76,57,40,54,29
2023-07-13 18:40:05+00:00,1766,31,48,26,57,45,28
2023-07-13 18:41:10+00:00,1767,29,46,35,27,59,68
2023-07-13 18:41:35+00:00,1768,41,72,52,66,75,43
2023-07-13 18:42:03+00:00,1769,63,43,75,27,68,38
2023-07-13 18:43:39+00:00,1770,21,67,38,75,31,78
2023-07-13 18:44:06+00:00,1771,36,63,43,32,28,27
2023-07-13 18:45:51+00:00,1772,41,63,79,40,28,44
2023-07-13 18:46:08+00:00,1773,21,24,39,77,71,66
2023-07-13 18:46:24+00:00,1774,47,70,74,21,36,40
2023-07-13 18:47:16+00:00,1775,83,341,273,179,182,95
2023-07-13 18:47:44+00:00,1776,3,6,3,3,7,6
2023-07-13 18:48:11+00:00,1777,25,48,23,37,71,57
2023-07-13 18:48:30+00:00,1778,74,66,37,29,76,55
2023-07-13 18:48:45+00:00,1779,1,8,1,1,7,2
2023-07-13 18:49:25+00:00,1780,42,54,74,49,49,36
2023-07-13 18:50:05+00:00,1781,46,77,48,27,24,51
2023-07-13 18:50:32+00:00,1782,56,74,33,22,48,63
2023-07-13 18:50:47+00:00,1783,53,73,36,73,77,24
2023-07-13 18:51:19+00:00,1784,25,34,52,24,24,20
2023-07-13 18:51:35+00:00,1785,59,51,33,40,75,74
2023-07-13 18:51:51+00:00,1786,54,43,22,66,23,20
2023-07-13 18:53:11+00:00,1787,438,358,269,296,137,145
2023-07-13 18:53:26+00:00,1788,236,391,324,268,277,467
2023-07-13 18:53:42+00:00,1789,67,70,44,28,21,57
2023-07-13 18:54:23+00:00,1790,22,45,23,35,56,48
2023-07-13 18:54:51+00:00,1791,4,5,4,7,2,7
2023-07-13 18:55:43+00:00,1792,55,29,39,74,39,30
2023-07-13 18:56:32+00:00,1793,34,77,64,49,64,20
2023-07-13 18:56:50+00:00,1794,38,21,20,49,63,40
2023-07-13 18:57:29+00:00,1795,23,47,56,70,27,29
2023-07-13 18:57:51+00:00,1796,8,6,6,3,2,5
2023-07-13 18:58:09+00:00,1797,32,24,61,49,32,28
2023-07-13 18:58:37+00:00,1798,42,71,57,52,76,57
2023-07-13 18:59:35+00:00,1799,43,31,70,48,77,39
2023-07-13 18:59:50+00:00,1800,23,63,30,54,33,54
2023-07-13 19:00:58+00:00,1801,5,3,6,3,9,2
2023-07-13 19:01:50+00:00,1802,27,30,63,46,53,45
2023-07-13 19:02:41+00:00,1803,45,79,36,45,26,37
2023-07-13 19:02:57+00:00,1804,32,23,66,20,30,40
2023-07-13 19:03:29+00:00,1805,51,56,33,39,23,41
2023-07-13 19:03:56+00:00,1806,75,52,42,51,55,34
2023-07-13 19:04:13+00:00,1807,25,26,47,46,34,20
2023-07-13 19:04:30+00:00,1808,69,65,46,21,42,60
2023-07-13 19:04:45+00:00,1809,8,4,9,3,7,8
2023-07-13 19:06:15+00:00,1810,2,6,4,3,5,1
2023-07-13 19:07:24+00:00,1811,59,49,58,48,37,55
2023-07-13 19:07:42+00:00,1812,53,41,52,29,31,58
2023-07-13 19:07:58+00:00,1813,193,151,285,210,124,130
2023-07-13 19:08:26+00:00,1814,42,61,49,59,26,54
2023-07-13 19:09:20+00:00,1815,48,75,29,24,41,35
2023-07-13 19:09:48+00:00,1816,29,78,66,65,38,57
2023-07-13 19:10:04+00:00,1817,76,30,20,53,24,51
2023-07-13 19:10:20+00:00,1818,62,48,70,34,21,64
2023-07-13 19:10:57+00:00,1819,75,51,21,59,30,32
2023-07-13 19:11:13+00:00,1820,29,21,41,68,52,79
2023-07-13 19:11:42+00:00,1821,45,47,37,34,60,33
2023-07-14 02:10:37+00:00,1822,66,63,20,41,67,31
2023-07-14 02:10:53+00:00,1823,53,79,68,53,73,71
2023-07-14 02:11:09+00:00,1824,26,39,78,32,50,38
2023-07-14 02:11:25+00:00,1825,6,8,6,6,9,9
2023-07-14 02:11:44+00:00,1826,70,66,49,37,31,42
2023-07-14 02:12:00+00:00,1827,75,29,44,76,61,46
2023-07-14 02:12:17+00:00,1828,31,67,48,65,52,78
2023-07-14 02:12:33+00:00,1829,73,78,29,67,66,21
2023-07-14 02:31:01+00:00,1830,65,49,28,78,75,33
2023-07-14 02:32:05+00:00,1831,79,73,52,69,40,57
2023-07-14 02:32:28+00:00,1832,69,56,77,63,39,36
2023-07-14 02:33:00+00:00,1833,29,35,63,74,66,50
2023-07-14 02:33:23+00:00,1834,20,50,60,57,32,47
2023-07-14 02:33:38+00:00,1835,50,74,72,76,74,62
2023-07-14 02:34:25+00:00,1836,57,75,55,22,68,38
2023-07-14 02:34:53+00:00,1837,47,59,30,37,48,52
2023-07-13 18:25:46+00:00,1838,8,2,4,1,8,5
2023-07-13 18:26:32+00:00,1839,55,64,36,36,70,67
2023-07-13 18:26:59+00:00,1840,62,25,42,30,45,31
2023-07-13 18:27:26+00:00,1841,51,62,44,41,23,73
2023-07-13 18:28:37+00:00,1842,57,49,65,26,60,47
2023-07-13 18:28:53+00:00,1843,69,58,65,27,49,41
2023-07-13 18:29:14+00:00,1844,69,24,69,33,48,52
2023-07-13 18:29:41+00:00,1845,34,38,29,23,64,65
2023-07-13 18:30:23+00:00,1846,25,64,57,27,79,78
2023-07-13 18:30:50+00:00,1847,79,57,26,25,71,37
2023-07-13 18:31:06+00:00,1848,73,36,63,72,49,38
2023-07-13 18:31:22+00:00,1849,33,47,41,45,39,29
2023-07-13 18:31:39+00:00,1850,74,36,36,72,55,36
2023-07-13 18:32:00+00:00,1851,64,74,38,64,53,62
2023-07-13 18:32:28+00:00,1852,41,33,67,29,49,23
2023-07-13 18:32:56+00:00,1853,75,35,34,33,31,29
2023-07-13 18:33:39+00:00,1854,61,45,60,76,32,25
2023-07-13 18:34:40+00:00,1855,56,56,72,53,43,46
2023-07-13 18:35:12+00:00,1856,62,31,45,76,46,77
2023-07-13 18:35:27+00:00,1857,1,9,9,7,6,7
2023-07-13 18:35:44+00:00,1858,73,53,62,38,29,49
2023-07-13 18:36:00+00:00,1859,3,8,5,5,7,9
2023-07-13 18:37:08+00:00,1860,58,72,59,76,22,45
2023-07-13 18:37:48+00:00,1861,69,75,62,26,40,40
2023-07-13 18:38:28+00:00,1862,76,28,73,55,36,49
2023-07-13 18:38:48+00:00,1863,38,46,58,38,28,59
2023-07-13 18:39:23+00:00,1864,344,400,141,268,478,440
2023-07-13 18:39:54+00:00,1865,21,52,78,52,41,37
2023-07-13 18:40:15+00:00,1866,23,54,55,49,45,72
2023-07-13 18:41:20+00:00,1867,55,68,54,53,55,53
2023-07-13 18:41:45+00:00,1868,2,4,4,6,2,4
2023-07-13 18:42:13+00:00,1869,76,41,27,38,76,48
2023-07-13 18:43:49+00:00,1870,36,61,73,35,55,75
2023-07-13 18:44:16+00:00,1871,37,64,40,52,43,46
2023-07-13 18:46:01+00:00,1872,40,53,31,61,23,50
2023-07-13 18:46:18+00:00,1873,84,463,361,249,279,370
2023-07-13 18:46:34+00:00,1874,77,73,61,67,42,64
2023-07-13 18:47:26+00:00,1875,8,1,3,7,3,9
2023-07-13 18:47:54+00:00,1876,61,73,46,47,24,34
2023-07-13 18:48:21+00:00,1877,70,35,39,79,31,64
2023-07-13 18:48:40+00:00,1878,61,63,22,59,33,23
2023-07-13 18:48:55+00:00,1879,3,1,1,8,2,1
2023-07-13 18:49:35+00:00,1880,236,460,204,131,440,402
2023-07-13 18:50:15+00:00,1881,25,45,49,52,75,45
2023-07-13 18:50:42+00:00,1882,79,21,50,57,25,60
2023-07-13 18:50:57+00:00,1883,73,50,79,72,36,53
2023-07-13 18:51:29+00:00,1884,64,50,21,26,58,33
2023-07-13 18:51:45+00:00,1885,47,52,72,32,79,51
2023-07-13 18:52:01+00:00,1886,34,32,30,33,52,56
2023-07-13 18:53:21+00:00,1887,28,25,35,44,57,54
2023-07-13 18:53:36+00:00,1888,73,28,56,72,79,47
2023-07-13 18:53:52+00:00,1889,25,46,52,73,27,33
2023-07-13 18:54:33+00:00,1890,26,64,78,55,50,79
2023-07-13 18:55:01+00:00,1891,61,71,73,66,70,47
2023-07-13 18:55:53+00:00,1892,21,71,64,63,73,76
2023-07-13 18:56:42+00:00,1893,23,69,42,55,51,57
2023-07-13 18:57:00+00:00,1894,45,72,78,74,77,63
2023-07-13 18:57:39+00:00,1895,48,43,51,49,23,48
2023-07-13 18:58:01+00:00,1896,30,55,24,33,34,32
2023-07-13 18:58:19+00:00,1897,56,45,32,54,56,54
2023-07-13 18:58:47+00:00,1898,2,2,5,2,7,7
2023-07-13 18:59:45+00:00,1899,48,47,43,35,46,39
2023-07-13 19:00:00+00:00,1900,45,79,45,49,32,31
2023-07-13 19:01:08+00:00,1901,60,27,27,73,64,50
2023-07-13 19:02:00+00:00,1902,21,54,69,48,61,53
2023-07-13 19:02:51+00:00,1903,23,25,63,34,21,25
2023-07-13 19:03:07+00:00,1904,7,2,1,9,1,5
2023-07-13 19:03:39+00:00,1905,65,77,63,25,55,36
2023-07-13 19:04:06+00:00,1906,25,21,53,27,30,61
2023-07-13 19:04:23+00:00,1907,49,65,30,36,52,63
2023-07-13 19:04:40+00:00,1908,58,63,76,67,45,33
